0	1	2	3
PP_0055		Transcriptional regulator	
PP_0489	fdoG	Formate dehydrogenase-O major subunit	
PP_5584		Uncharacterized protein	
PP_5724			Gamma-glutamylcyclotransferase AIG2-like domain-containing protein
PP_4791		Transposase	
PP_5305		Epimerase/dehydratase-related protein	
PP_5102			DUF3392 domain-containing protein
PP_5090		Cell division protein	
PP_5088	priA		Primosomal protein N'
PP_4938		Glycosyl transferase	
PP_4926			Membrane fusion protein (MFP) family protein
PP_4896	mutL		DNA mismatch repair protein MutL
PP_4887			DUF2867 domain-containing protein
PP_4803	dacA		serine-type D-Ala-D-Ala carboxypeptidase
PP_4785			Sel1 repeat family protein
PP_4757	gudD		glucarate dehydratase
PP_4707		OsmY-related protein	
PP_4651	cioA	Ubiquinol oxidase subunit I, cyanide insensitive	
PP_4630		Transcriptional regulator, MerR family	
PP_4609			DUF3325 domain-containing protein
PP_4588		Oxidoreductase (Nitroreductase family)	
PP_4568		Metabolite efflux pump	
PP_4534			DUF3077 domain-containing protein
PP_4468		Transcriptional regulator, Cro/CI family	
PP_4387		Uncharacterized protein	
PP_4372	fleS		histidine kinase
PP_4248	ppnP		Pyrimidine/purine nucleoside phosphorylase
PP_4076			IraD/Gp25-like domain-containing protein
PP_4041		Glycoside hydrolase	
PP_3984		Transposase	
PP_3781		Oxygen-independent Coproporphyrinogen III oxidase family protein	
PP_3764	opdN	Outer-membrane porin D	
PP_3647		Oxidoreductase	
PP_3636		Sulfonate ABC transporter, periplasmic sulfonate-binding protein	
PP_3615			DUF4189 domain-containing protein
PP_3598		Peptidase C26	
PP_3504			DUF1652 domain-containing protein
PP_3447			Chlorhexidine efflux transporter domain-containing protein
PP_3433	hpd	4-hydroxyphenylpyruvate dioxygenase	
PP_3396			Glycoprotein gp2
PP_3390		Porin	
PP_3379	kguE	Epimerase	
PP_3357	vdh	Vanillin dehydrogenase	
PP_3341			Putative nickel-responsive regulator
PP_3302		RND efflux transporter	
PP_3180		Smp-30/Cgr1 family protein	
PP_3134			Transferase
PP_2980			Major facilitator superfamily (MFS) profile domain-containing protein
PP_2902	lpxH		UDP-2,3-diacylglucosamine hydrolase
PP_2853			Transporter
PP_2835		Oxidoreductase	
PP_2831	fucD		L-fuconate dehydratase
PP_2766		Long-chain-fatty-acid--CoA ligase-related protein	
PP_2723	yhdF	Uncharacterized oxidoreductase YhdF	
PP_2710			Biliverdin-producing heme oxygenase
PP_2660			Fido domain-containing protein
PP_2598			Chemotaxis protein
PP_2501		Phage integrase	
PP_2498			Antitoxin
PP_2402			histidine kinase
PP_2322	oprI	Major outer membrane lipoprotein	
PP_2315	greB		Transcription elongation factor GreB
PP_2255	dctA-III	C4-dicarboxylate transport protein	
PP_2201		Hydrolase, alpha/beta fold family	
PP_2140			PasA protein
PP_2032		ATPase	
PP_1936			KAP NTPase domain-containing protein
PP_1892			Dehydrogenase
PP_1886			Imidazoleglycerol-phosphate synthase
PP_1843		Mg2+/Co2+ transporter	
PP_1772	rpsA		30S ribosomal protein S1
PP_1762			TenA family transcriptional regulator
PP_1751	mnmC		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PP_1728			Mechanosensitive ion channel protein
PP_1665	purM		Phosphoribosylformylglycinamidine cyclo-ligase
PP_1661		Dehydrogenase subunit	
PP_1549		Transcriptional regulator, Cro/CI family	
PP_1306		Pyocin S-type Killer domain protein	
PP_1238		Lipoprotein	
PP_1217	ruvB		Holliday junction branch migration complex subunit RuvB
PP_1192		Acetyltransferase, GNAT family	
PP_1168			TRAP transporter small permease protein
PP_1140	livH	Branched chain amino acid transporter-permease subunit	
PP_1117			HNH endonuclease
PP_1037	purL		Phosphoribosylformylglycinamidine synthase
PP_1008		RNA polymerase subunit sigma-24	
PP_0976	rlmF		Ribosomal RNA large subunit methyltransferase F
PP_0861		Outer membrane ferric siderophore receptor	
PP_0758			Abasic site processing protein
PP_0579			Nucleotide pyrophosphohydrolase
PP_0501		NAD-dependent epimerase/dehydratase family protein	
PP_0447	rpoB		DNA-directed RNA polymerase subunit beta
PP_0444	rplA		Large ribosomal subunit protein uL1
PP_0276		Transcriptional regulator, Cro/CI family	
PP_0269		Glutamate synthase, large subunit	
PP_0245	yhgF	Transcriptional accessory protein	
PP_0220	metN2		Methionine import ATP-binding protein MetN 2
PP_0117	znuB	Zn(2+) ABC transporter-permease subunit	
PP_0108			Transmembrane protein
PP_0036		Transcriptional regulator	
PP_0035		Bactoprenol-linked glycose transferase	
PP_5439		Uncharacterized protein	
PP_5458			Secreted protein
PP_3333			DUF2946 domain-containing protein
PP_5668			ABC-2 type transporter domain-containing protein
PP_0388	dnaG		DNA primase
PP_0003	rsmG		Ribosomal RNA small subunit methyltransferase G
PP_1506	adk		Adenylate kinase
PP_0952	rpoN		RNA polymerase sigma-54 factor
PP_3116	lexA2		LexA repressor 2
PP_5325	phoU		Phosphate-specific transport system accessory protein PhoU
PP_5226		Lipoprotein, Lppl family	
PP_5214	rho		Transcription termination factor Rho
PP_5163	maa	Maltose acetyltransferase	
PP_5074	hemE		Uroporphyrinogen decarboxylase
PP_5034		Uncharacterized 21.2 kDa protein in hutC 3'region	
PP_4972			MAPEG family protein
PP_4908	psd		Phosphatidylserine decarboxylase proenzyme
PP_4872			UPF0313 protein PP_4872
PP_4823	purD		Phosphoribosylamine--glycine ligase
PP_4820	dusB		tRNA-dihydrouridine synthase B
PP_4809	rsfS		Ribosomal silencing factor RsfS
PP_4790	lnt		Apolipoprotein N-acyltransferase
PP_4789	corC	Heat shock protein, Co2+ and Mg2+ efflux protein	
PP_4677			CDP-diacylglycerol--serine O-phosphatidyltransferase
PP_4658	mcpS		Methyl-accepting chemotaxis protein McpS
PP_4631			Antibiotic biosynthesis monooxygenase
PP_4615			Protein PsiE
PP_4585		RNA methyltransferase, TrmH family	
PP_4476			Topoisomerase II
PP_4407		Gamma-aminobutyrate transporter	
PP_4383	flgI		Flagellar P-ring protein
PP_4377		Flagellin FlaG	
PP_4304		Cation transporter, VIC family	
PP_4300	ttuD	Hydroxypyruvate reductase	
PP_4175	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	
PP_4101		Acetyltransferase, GNAT family	
PP_4011	icd		Isocitrate dehydrogenase [NADP]
PP_3914			ASCH domain-containing protein
PP_3911			Phage protein
PP_3870		Phage FluMu protein gp38	
PP_3806		Hydrolase, isochorismatase family	
PP_3696		Uncharacterized protein	
PP_3585	mdtA	Multidrug efflux transport system-putative membrane fusion protein	
PP_3521			EamA domain-containing protein
PP_3515	oplA	5-oxoprolinase A	
PP_3458	acs	Butyrate--CoA ligase	
PP_3425		Efflux transporter RND family, MFP subunit	
PP_3258			Acetylglucosaminylphosphatidylinositol deacetylase
PP_3256		Glycosyl transferase, group 2 family protein	
PP_3222		ABC transporter, permease protein	
PP_3138		VirK domain protein	
PP_3110		Uncharacterized protein	
PP_3070	ppiC-I	Peptidyl-prolyl cis-trans isomerase C (Rotamase C)	
PP_2960		Transcriptional regulator, AraC family	
PP_2951		Transcriptional regulator, TetR family	
PP_2868		Transcriptional regulator, Cro/CI family	
PP_2843	ureA		Urease subunit gamma
PP_2774	opuA	Glycine betaine ABC transporter, ATPase/permease fusion protein	
PP_2717	arsB-II		Arsenical pump membrane protein
PP_2638		Cellulose synthase operon C protein	
PP_2614	vgrG-I	Type 6 secretion system protein	
PP_2569		Metabolite MFS transporter, MHS family	
PP_2539		Transcriptional regulator, LysR family	
PP_2528		O-acetylhomoserine (Thiol)-lyase	
PP_2390		Transcriptional regulator, LysR family	
PP_2276		Phage exonuclease	
PP_2266			DNA-directed RNA polymerase
PP_2169	dusA		tRNA-dihydrouridine(20/20a) synthase
PP_2138			DUF1653 domain-containing protein
PP_2107			Glutaredoxin
PP_2073		Acetyltransferase, GNAT family	
PP_1858	efp		Elongation factor P
PP_1815	pyrF		Orotidine 5'-phosphate decarboxylase
PP_1763	yciK	Oxidoreductase	
PP_1663			Dehydrogenase
PP_1583		Structural protein P5	
PP_1579			Tip attachment protein J domain-containing protein
PP_1543			Phage protein
PP_1523			Phage protein
PP_1500		Lipoprotein	
PP_1359			Membrane protein FxsA
PP_1351	panE		2-dehydropantoate 2-reductase
PP_1315	rplM		Large ribosomal subunit protein uL13
PP_1314	tas	NAD(P)-linked reductase	
PP_1146			Lipoprotein
PP_1132	nhaA1		Na(+)/H(+) antiporter NhaA 1
PP_1048	gspF		General secretion pathway protein F
PP_0892		Phospholipase family protein	
PP_0843	iscU		Iron-sulfur cluster assembly scaffold protein IscU
PP_0697	rimI		[Ribosomal protein bS18]-alanine N-acetyltransferase
PP_0694			Chromosome partitioning protein
PP_0575			Prepilin type IV endopeptidase peptidase domain-containing protein
PP_0546		Sigma-54 dependent transcriptional regulator	
PP_0472	rpmD		Large ribosomal subunit protein uL30
PP_0468	rpsH		Small ribosomal subunit protein uS8
PP_0462	rpmC		Large ribosomal subunit protein uL29
PP_0410	uhpA	DNA-binding response regulator UhpA	
PP_0360	modR	Molybdate transport regulator	
PP_0207		Nitrate ABC transporter, periplasmic nitrate-binding protein	
PP_0015		Transposon protein	
PP_1731	rluA		Pseudouridine synthase
PP_5490		Site-specific DNA recombinase	
PP_5491			Zinc chelation protein SecC
PP_5542		Uncharacterized protein	
PP_5565		Uncharacterized protein	
PP_5608		Exported protein	
PP_5641		Uncharacterized protein	
PP_4112		Sulphate transporter	
PP_5313	hupA	DNA-binding protein HU-alpha	
PP_5307	exbD		Biopolymer transport protein ExbD
PP_5273		Oxidoreductase	
PP_5258	amaB		aldehyde dehydrogenase (NAD(+))
PP_5238			Fimbrial protein
PP_5071	ynfL	DNA-binding transcriptional regulator	
PP_5069	trxC	Thioredoxin 2	
PP_5046	glnA		Glutamine synthetase
PP_4900	queG		Epoxyqueuosine reductase
PP_4844	urtD	Urea ABC transporter, ATP-binding protein	
PP_4839		Iron-regulated membrane protein	
PP_4838	oprC	Outer membrane copper receptor OprC	
PP_4731	bamE		Outer membrane protein assembly factor BamE
PP_4616			YebG family protein
PP_4517			YecA family protein
PP_4514		Esterase of the alpha-beta hydrolase superfamily	
PP_4480	astA-II	Arginine N-succinyltransferase, subunit alpha	
PP_4368	fliG		Flagellar motor switch protein FliG
PP_4361	fliK	Flagellar hook-length control protein FliK	
PP_4331			Chemotaxis protein
PP_4321	ccmG	Holocytochrome c synthetase subunit	
PP_4259		Iron-sulfur cluster-binding protein	
PP_4207			Histidine kinase
PP_4205	mqsR	mRNA interferase MqsR of the MqsA-MqsR antitoxin/toxin complex and DNA-binding transcriptional repressor	
PP_4203			Electron transfer flavoprotein-ubiquinone oxidoreductase
PP_4198		OmpA family protein	
PP_4116	aceA		Isocitrate lyase
PP_4063		Long-chain-fatty-acid-CoA ligase	
PP_4040		Enzyme of the glyoxalase family	
PP_3987		Site-specific recombinase, phage integrase family	
PP_3932		Diguanylate cyclase	
PP_3833		Response regulator	
PP_3825			DUF1883 domain-containing protein
PP_3579			DUF1345 domain-containing protein
PP_3543		Iron-sulfur cluster-binding protein	
PP_3478		Secretion protein	
PP_3467		Sigma-54 dependent transcriptional regulator	
PP_3415		Transcriptional regulator, LacI family	
PP_3239	tnpT-II	Cointegrate resolution protein T Tn4652	
PP_3202		Transporter	
PP_3145			DUF3313 domain-containing protein
PP_3122	atoA		3-oxoadipate CoA-transferase
PP_3089			Type VI secretion system effector, Hcp1 family
PP_3055	gpI	Pyocin R2_PP, tail formation protein	
PP_3027			Phage protein
PP_3004		Uncharacterized protein	
PP_2983			DUF6036 domain-containing protein
PP_2923			DUF4130 domain-containing protein
PP_2863			DUF1294 domain-containing protein
PP_2840		Membrane protein	
PP_2787		Transporter	
PP_2769		Branched-chain amino acid ABC transporter, permease protein	
PP_2674	qedH-I	Quinoprotein ethanol dehydrogenase	
PP_2658	pstA		Phosphate transport system permease protein PstA
PP_2310		Methyl-accepting chemotaxis transducer	
PP_2278		Uncharacterized protein	
PP_2242	fepA	Ferric enterobactin transport system outer membrane subunit	
PP_2209	phnW		2-aminoethylphosphonate--pyruvate transaminase
PP_2161			Chromosome partitioning protein ParA
PP_1920			HEPN/Toprim N-terminal domain-containing protein
PP_1835		Uncharacterized protein	
PP_1829		Hydrolase, alpha/beta fold family	
PP_1736			PNPLA domain-containing protein
PP_1646		Thioredoxin	
PP_1581		BNR domain protein	
PP_1561		Phage holin	
PP_1535		Methyltransferase	
PP_1493	cheB3		Protein-glutamate methylesterase/protein-glutamine glutaminase of group 3 operon
PP_1488		Methyl-accepting chemotaxis transducer	
PP_1447			DUF2132 domain-containing protein
PP_1286	alg44		Alginate biosynthesis protein Alg44
PP_1024	eda		2-dehydro-3-deoxy-phosphogluconate aldolase
PP_0991			Putative DNA-binding domain-containing protein
PP_0945			Tetratricopeptide repeat protein
PP_0929	rlpA		Endolytic peptidoglycan transglycosylase RlpA
PP_0904		InaA protein	
PP_0886			DUF541 domain-containing protein
PP_0884	dppA-II	Dipeptide ABC transporter-periplasmic binding protein	
PP_0767		Transcriptional regulator, LuxR family	
PP_0751	mqo1		Probable malate:quinone oxidoreductase 1
PP_0661		Transcriptional regulator AmpR	
PP_0632	pilD		Prepilin leader peptidase/N-methyltransferase
PP_0580		MaoC domain protein	
PP_0516	ribAB-I		3,4-dihydroxy-2-butanone 4-phosphate synthase
PP_0514	ribD		Riboflavin biosynthesis protein RibD
PP_0500			dTDP-4-dehydrorhamnose reductase
PP_0346		Heptose kinase WapQ	
PP_0329			RHS repeat-associated core domain-containing protein
PP_0322	glyA1		Serine hydroxymethyltransferase 1
PP_0319			Cell division protein ZapA
PP_0250	hslR		Heat shock protein 15
PP_0200	nfeD	Membrane bound peptidase, nefD	
PP_5483			DUF4145 domain-containing protein
PP_5552			DUF1652 domain-containing protein
PP_5568		Uncharacterized protein	
PP_5598			DUF2188 domain-containing protein
PP_5639			YceK/YidQ family lipoprotein
PP_5734		Uncharacterized protein	
PP_5405		Transposase	
PP_5348		Transcriptional regulator, LysR family	
PP_5344		Acetyltransferase	
PP_5341	potF-IV	Putrescine-binding periplasmic protein	
PP_5166		Sigma-54 dependent transcriptional regulator	
PP_5107	mtgA		Biosynthetic peptidoglycan transglycosylase
PP_5061	betT-I	Choline transporter	
PP_5002			Gamma-butyrobetaine hydroxylase-like N-terminal domain-containing protein
PP_4964	epd	D-erythrose 4-phosphate dehydrogenase	
PP_4940		Glycosyltransferase	
PP_4898	tsaE		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
PP_4881		Iron ABC transporter, periplasmic iron-binding protein	
PP_4834		SPFH domain/Band 7 family protein	
PP_4728	grpE		Protein GrpE
PP_4641	yjiY	Transporter	
PP_4636	yqeF	Acetyl-CoA acetyltransferase	
PP_4604		Permease of the drug/metabolite transporter (DMT) superfamily	
PP_4551		Hydrolase, alpha/beta fold family	
PP_4479	astA-I	Arginine N-succinyltransferase, subunit beta	
PP_4429		Transcriptional regulator, GntR family	
PP_4362			HPt domain-containing protein
PP_4311		D-amino acid dehydrogenase 2 small subunit	
PP_4227		Uncharacterized protein	
PP_4202	etfB	Electron transfer flavoprotein subunit beta	
PP_4192	sdhD		Succinate dehydrogenase hydrophobic membrane anchor subunit
PP_4048		Uncharacterized protein	
PP_4031	nhaB		Na(+)/H(+) antiporter NhaB
PP_4009	clpS		ATP-dependent Clp protease adapter protein ClpS
PP_3916			DUF2591 domain-containing protein
PP_3866			ArsR family transcriptional regulator
PP_3841		Transcriptional regulator, MerR family	
PP_3746	glcE	Glycolate oxidase, putative FAD-binding subunit	
PP_3678			Tyr recombinase domain-containing protein
PP_3578	pgm	Phosphoglucomutase	
PP_3522			RidA family protein
PP_3513		Transcriptional regulator, LysR family	
PP_3505			VWFA domain-containing protein
PP_3400	alkB	Alpha-ketoglutarate-and Fe(II)-dependent dioxygenase	
PP_3391		Tartrate MFS transporter	
PP_3371			histidine kinase
PP_3330		Outer membrane ferric siderophore receptor	
PP_3048			ATP-binding sugar transporter from pro-phage
PP_2984		Uncharacterized protein	
PP_2926	udg		UDP-glucose 6-dehydrogenase
PP_2821			Phosphate ABC transporter substrate-binding protein
PP_2755	sfnB	Sulfur acquisition oxidoreductase, SfnB family	
PP_2744		Ribose-phosphate pyrophosphokinase family protein	
PP_2741			Small-conductance mechanosensitive channel
PP_2698	metE	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase	
PP_2666			Rhodanese domain-containing protein
PP_2663			GfdT protein
PP_2626			ImpA N-terminal domain-containing protein
PP_2580			DUF2986 domain-containing protein
PP_2535		Inner membrane transport protein	
PP_2469	pheS		Phenylalanine--tRNA ligase alpha subunit
PP_2439	ahpC		Alkyl hydroperoxide reductase C
PP_2421		Acetyltransferase, GNAT family	
PP_2406	aroE		Shikimate dehydrogenase (NADP(+))
PP_2382		Transporter	
PP_2280		Uncharacterized protein	
PP_2265	folD2		Bifunctional protein FolD 2
PP_2197			Lipoprotein
PP_2129			MOSC domain-containing protein
PP_2119		ABC efflux transporter, permease/ATP-binding protein	
PP_2092	nasA		Nitrate/nitrite transporter
PP_1930	arsR1		Arsenic resistance transcriptional regulator ArsR1
PP_1923			DUF4393 domain-containing protein
PP_1901			UPF0434 protein PP_1901
PP_1749		GNAT family acetyltransferase	
PP_1718		Diguanylate phosphodiesterase containing EAL domain	
PP_1659			Cytochrome C
PP_1617	frmC		S-formylglutathione hydrolase
PP_1595	uppS		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
PP_1483	ydcU	Polyamine ABC transporter, permease protein	
PP_1374			Beta-ketoadipyl CoA thiolase
PP_1296	estB	Carboxylesterase 2	
PP_1106			DNA ligase-associated DEXH box helicase
PP_1070	gltJ	Glutamate / aspartate ABC transporter-permease subunit	
PP_1052	xcpW	Type II secretion pathway protein XcpW	
PP_0836	secF		Protein-export membrane protein SecF
PP_0754		Uncharacterized protein	
PP_0732	hemA		Glutamyl-tRNA reductase
PP_0688	rplU		Large ribosomal subunit protein bL21
PP_0677		Lipoprotein	
PP_0626	ndh	NADH dehydrogenase	
PP_0488		NADP-dependent dehydrogenase HI_1430	
PP_0473	rplO		Large ribosomal subunit protein uL15
PP_0337		Sensory box protein	
PP_0278			DUF3077 domain-containing protein
PP_0254			Thioesterase
PP_0229	betT-II	Choline/carnitine/betaine transporter	
PP_0226	sctS	Sulfur compound ABC transporter-permease subunit	
PP_0135			UPF0391 membrane protein PP_0135
PP_0112	metQ	Methionine ABC transporter, periplasmic binding protein	
